Sepal_Length,Sepal_Width,Petal_Length,Petal_Width,Species
61,4045299284,13,SOLO,MID
62,4040256494,13,DUO,MID
63,4037335052,13,SOLO,MID
64,4035339721,13,DUO_CARRY,BOTTOM
65,4035414589,13,DUO_SUPPORT,NONE
66,4035371635,13,DUO,NONE
67,4000606028,13,DUO_SUPPORT,NONE
68,4000436281,13,SOLO,MID
69,4000108230,13,SOLO,MID
70,3999716844,13,DUO_SUPPORT,NONE
71,3999733031,13,DUO_SUPPORT,NONE
72,3999703812,13,DUO_SUPPORT,NONE
73,3998742205,13,SOLO,MID
74,3998683188,13,DUO_SUPPORT,NONE
75,3998605864,13,DUO_CARRY,MID
76,3998571988,13,DUO_SUPPORT,NONE
77,3998477078,13,DUO_SUPPORT,NONE
78,3998490608,13,SOLO,MID
79,3998417276,13,DUO_SUPPORT,NONE
80,3998423444,13,SOLO,MID
81,3998368155,13,NONE,JUNGLE
82,3998353227,13,SOLO,MID
83,3997853452,13,SOLO,MID
84,3997900500,13,DUO_SUPPORT,NONE
85,3997596247,13,DUO,TOP
86,3997521984,13,SOLO,MID
87,3997507913,13,DUO_SUPPORT,NONE
88,3997473331,13,SOLO,MID
89,3997389052,13,DUO_SUPPORT,NONE
90,3997411239,13,DUO_SUPPORT,NONE
91,3997294538,13,SOLO,MID
92,3996895667,13,DUO_SUPPORT,NONE
93,3996920206,13,SOLO,MID
94,3996854580,13,DUO_CARRY,BOTTOM
95,3996126004,13,DUO_SUPPORT,NONE
96,3996122515,13,DUO_SUPPORT,NONE
97,3996068039,13,SOLO,MID
98,3996083180,13,DUO_SUPPORT,NONE
99,3995937763,13,DUO_SUPPORT,NONE
0,4103238901,13,NONE,JUNGLE
1,4103164350,13,NONE,JUNGLE
2,4101040233,13,DUO_SUPPORT,NONE
3,4100922995,13,NONE,JUNGLE
4,4100842461,13,DUO_SUPPORT,NONE
5,4099725896,13,NONE,JUNGLE
6,4099700587,13,NONE,JUNGLE
7,4099211747,13,NONE,JUNGLE
8,4099143422,13,NONE,JUNGLE
9,4099048091,13,NONE,JUNGLE
10,4098969609,13,DUO_SUPPORT,NONE
11,4098973752,13,DUO_SUPPORT,NONE
12,4098672418,13,NONE,JUNGLE
13,4098522284,13,NONE,JUNGLE
14,4097162549,13,NONE,JUNGLE
15,4097095717,13,NONE,JUNGLE
16,4096958856,13,NONE,JUNGLE
17,4097021402,13,NONE,JUNGLE
18,4096824849,13,NONE,JUNGLE
19,4096267525,13,DUO_CARRY,BOTTOM
20,4096146715,13,NONE,JUNGLE
21,4096029102,13,DUO_SUPPORT,BOTTOM
22,4095957769,13,NONE,JUNGLE
23,4094544454,13,NONE,JUNGLE
24,4094527943,13,NONE,JUNGLE
25,4094473576,13,NONE,JUNGLE
26,4094415033,13,NONE,JUNGLE
27,4094374124,13,NONE,JUNGLE
28,4092129379,13,NONE,JUNGLE
29,4092097025,13,DUO_SUPPORT,NONE
30,4092069556,13,NONE,JUNGLE
31,4092015238,13,NONE,JUNGLE
32,4091938391,13,NONE,JUNGLE
33,4091862586,13,NONE,JUNGLE
34,4090750341,13,NONE,JUNGLE
35,4089835908,13,SOLO,TOP
36,4089832718,13,DUO_SUPPORT,NONE
37,4089746794,13,NONE,JUNGLE
38,4089672121,13,SOLO,BOTTOM
39,4089574335,13,NONE,JUNGLE
40,4089385382,13,NONE,JUNGLE
41,4089004071,13,DUO_SUPPORT,NONE
42,4088888135,13,NONE,JUNGLE
43,4088774896,13,NONE,JUNGLE
44,4088713426,13,NONE,JUNGLE
45,4088628645,13,DUO_SUPPORT,NONE
46,4087592001,13,NONE,JUNGLE
47,4087489237,13,NONE,JUNGLE
48,4087475802,13,DUO_CARRY,BOTTOM
49,4087419272,13,NONE,JUNGLE
50,4087353197,13,NONE,JUNGLE
51,4087322221,13,NONE,JUNGLE
52,4085348428,13,NONE,JUNGLE
53,4085337272,13,DUO_SUPPORT,NONE
54,4085305031,13,NONE,JUNGLE
55,4085279649,13,NONE,JUNGLE
56,4085255463,13,NONE,JUNGLE
57,4085189420,13,DUO_SUPPORT,NONE
58,4084931623,13,DUO_SUPPORT,NONE
59,4084789717,13,SOLO,TOP
60,4084699844,13,NONE,JUNGLE
61,4084649657,13,NONE,JUNGLE
62,4084593299,13,DUO_CARRY,BOTTOM
63,4084064633,13,DUO,MID
64,4083938961,13,DUO_CARRY,BOTTOM
65,4083942171,13,NONE,JUNGLE
66,4083807884,13,NONE,JUNGLE
67,4083602115,13,NONE,JUNGLE
68,4083580051,13,DUO_SUPPORT,NONE
69,4083524927,13,NONE,JUNGLE
70,4083520149,13,DUO_CARRY,BOTTOM
71,4083425911,13,NONE,JUNGLE
72,4083395113,13,NONE,JUNGLE
73,4083298795,13,DUO_SUPPORT,MID
74,4081980747,13,NONE,JUNGLE
75,4081775507,13,DUO_SUPPORT,NONE
76,4081791769,13,NONE,JUNGLE
77,4081298650,13,NONE,JUNGLE
78,4081017923,13,NONE,JUNGLE
79,4080895890,13,NONE,JUNGLE
80,4080788732,13,NONE,JUNGLE
81,4080714110,13,NONE,JUNGLE
82,4080651875,13,DUO,NONE
83,4080590283,13,DUO_SUPPORT,NONE
84,4080468807,13,NONE,JUNGLE
85,4080395968,13,DUO_SUPPORT,NONE
86,4079348384,13,NONE,JUNGLE
87,4079299638,13,NONE,JUNGLE
88,4079234776,13,NONE,JUNGLE
89,4079159500,13,NONE,JUNGLE
90,4079180410,13,NONE,JUNGLE
91,4079123692,13,DUO_SUPPORT,NONE
92,4077233029,13,NONE,JUNGLE
93,4077159824,13,SOLO,MID
94,4077125827,13,NONE,JUNGLE
95,4077091724,13,SOLO,MID
96,4076954347,13,NONE,JUNGLE
97,4076834727,13,NONE,JUNGLE
98,4076770243,13,DUO_SUPPORT,NONE
99,4076550006,13,NONE,JUNGLE
0,4211583784,13,NONE,JUNGLE
1,4211517235,13,NONE,JUNGLE
2,4211491708,13,SOLO,MID
3,4211414401,13,DUO,TOP
4,4211344801,13,DUO,TOP
5,4210620862,13,DUO,NONE
6,4210514958,13,SOLO,MID
7,4210422356,13,SOLO,MID
8,4210076273,13,NONE,JUNGLE
9,4209471154,13,DUO_SUPPORT,NONE
10,4209404304,13,SOLO,MID
11,4208903807,13,DUO,MID
12,4207849498,13,DUO,NONE
13,4207880258,13,DUO_SUPPORT,NONE
14,4207670053,13,NONE,JUNGLE
15,4207113410,13,NONE,JUNGLE
16,4207121253,13,DUO_SUPPORT,NONE
17,4207007489,13,NONE,JUNGLE
18,4207022923,13,NONE,JUNGLE
19,4206913537,13,NONE,JUNGLE
20,4206886882,13,SOLO,MID
21,4206830119,13,SOLO,MID
22,4206803276,13,DUO_SUPPORT,NONE
23,4205939351,13,DUO,NONE
24,4205884449,13,DUO,NONE
25,4205402990,13,DUO_SUPPORT,NONE
26,4204889456,13,DUO,NONE
27,4204838590,13,DUO_SUPPORT,NONE
28,4204886282,13,DUO,NONE
29,4204833685,13,NONE,JUNGLE
30,4204707230,13,DUO_SUPPORT,TOP
31,4204643740,13,DUO_SUPPORT,NONE
32,4204595093,13,NONE,JUNGLE
33,4203898962,13,DUO_SUPPORT,NONE
34,4203676933,13,NONE,JUNGLE
35,4202965178,13,DUO,NONE
36,4202463363,13,DUO,NONE
37,4202361379,13,SOLO,MID
38,4202197510,13,NONE,JUNGLE
39,4201678310,13,NONE,JUNGLE
40,4201515786,13,DUO_SUPPORT,NONE
41,4201432933,13,NONE,JUNGLE
42,4201363449,13,NONE,JUNGLE
43,4201215820,13,NONE,JUNGLE
44,4199846638,13,NONE,JUNGLE
45,4199800826,13,DUO,TOP
46,4199741161,13,NONE,JUNGLE
47,4199569793,13,NONE,JUNGLE
48,4199561253,13,NONE,JUNGLE
49,4198667728,13,DUO_SUPPORT,NONE
50,4198690518,13,DUO_SUPPORT,NONE
51,4198554872,13,DUO,NONE
52,4197279210,13,NONE,JUNGLE
53,4197232304,13,NONE,JUNGLE
54,4196584298,13,NONE,JUNGLE
55,4196533198,13,NONE,JUNGLE
56,4196427056,13,DUO_SUPPORT,NONE
57,4196450777,13,DUO_SUPPORT,NONE
58,4196013231,13,NONE,JUNGLE
59,4195527419,13,NONE,JUNGLE
60,4195524478,13,DUO_SUPPORT,NONE
61,4195502427,13,DUO_SUPPORT,NONE
62,4195439279,13,SOLO,TOP
63,4195394611,13,DUO_SUPPORT,NONE
64,4195138853,13,NONE,JUNGLE
65,4194244179,13,NONE,JUNGLE
66,4193131996,13,SOLO,MID
67,4193056668,13,NONE,JUNGLE
68,4193082551,13,DUO_SUPPORT,NONE
69,4192978932,13,DUO_SUPPORT,NONE
70,4192962249,13,NONE,JUNGLE
71,4192904206,13,DUO_SUPPORT,NONE
72,4192807285,13,SOLO,MID
73,4192759633,13,DUO_SUPPORT,NONE
74,4192520973,13,DUO_SUPPORT,NONE
75,4191954071,13,DUO_SUPPORT,NONE
76,4191878623,13,NONE,JUNGLE
77,4190827255,13,NONE,JUNGLE
78,4190862405,13,DUO_SUPPORT,MID
79,4190757222,13,NONE,JUNGLE
80,4190781199,13,NONE,JUNGLE
81,4190490970,13,NONE,JUNGLE
82,4190014897,13,NONE,JUNGLE
83,4189597891,13,DUO_SUPPORT,NONE
84,4185811567,13,NONE,JUNGLE
85,4185740348,13,NONE,JUNGLE
86,4185041504,13,NONE,JUNGLE
87,4183590140,13,NONE,JUNGLE
88,4183446651,13,NONE,JUNGLE
89,4183355933,13,NONE,JUNGLE
90,4182384636,13,NONE,JUNGLE
91,4182025299,13,NONE,JUNGLE
92,4181117122,13,NONE,JUNGLE
93,4181029947,13,NONE,JUNGLE
94,4179757010,13,NONE,JUNGLE
95,4179266457,13,NONE,JUNGLE
96,4179250758,13,NONE,JUNGLE
97,4179163207,13,NONE,JUNGLE
98,4179138316,13,DUO_SUPPORT,NONE
99,4178074813,13,NONE,JUNGLE
0,4134513410,13,NONE,JUNGLE
1,4134267799,13,DUO_SUPPORT,NONE
2,4133821015,13,NONE,JUNGLE
3,4133742450,13,DUO,NONE
4,4133589200,13,DUO_SUPPORT,NONE
5,4133239753,13,NONE,JUNGLE
6,4130816307,13,DUO_SUPPORT,NONE
7,4130694146,13,NONE,JUNGLE
8,4130596099,13,DUO_SUPPORT,BOTTOM
9,4130335597,13,NONE,JUNGLE
10,4128534367,13,NONE,JUNGLE
11,4128408085,13,NONE,JUNGLE
12,4127195860,13,NONE,JUNGLE
13,4127154514,13,DUO_CARRY,MID
14,4125363745,13,DUO_SUPPORT,NONE
15,4125287601,13,NONE,JUNGLE
16,4124888057,13,NONE,JUNGLE
17,4124654710,13,NONE,JUNGLE
18,4124138557,13,NONE,JUNGLE
19,4123737745,13,NONE,JUNGLE
20,4123701120,13,DUO_SUPPORT,NONE
21,4123560494,13,NONE,JUNGLE
22,4123473310,13,DUO_SUPPORT,NONE
23,4122948441,13,DUO_CARRY,BOTTOM
24,4122940006,13,NONE,JUNGLE
25,4122428305,13,NONE,JUNGLE
26,4122238999,13,NONE,JUNGLE
27,4122027646,13,DUO_SUPPORT,NONE
28,4121907827,13,NONE,JUNGLE
29,4121940572,13,DUO_SUPPORT,NONE
30,4121585614,13,NONE,JUNGLE
31,4121523990,13,NONE,JUNGLE
32,4121485792,13,NONE,JUNGLE
33,4121279873,13,NONE,JUNGLE
34,4121107586,13,NONE,JUNGLE
35,4120657801,13,DUO,NONE
36,4120645222,13,DUO_SUPPORT,BOTTOM
37,4120558812,13,NONE,JUNGLE
38,4120414515,13,NONE,JUNGLE
39,4119520204,13,NONE,JUNGLE
40,4118239543,13,DUO_SUPPORT,NONE
41,4114710220,13,NONE,JUNGLE
42,4114653150,13,DUO_SUPPORT,NONE
43,4114545906,13,NONE,JUNGLE
44,4114367058,13,DUO_SUPPORT,BOTTOM
45,4113949473,13,NONE,JUNGLE
46,4113859626,13,DUO_SUPPORT,NONE
47,4113853718,13,DUO_SUPPORT,NONE
48,4113824571,13,DUO_CARRY,BOTTOM
49,4112303934,13,NONE,JUNGLE
50,4112229846,13,NONE,JUNGLE
51,4112242099,13,NONE,JUNGLE
52,4109927703,13,SOLO,BOTTOM
53,4107945241,13,DUO,NONE
54,4107902587,13,DUO_SUPPORT,NONE
55,4107887432,13,DUO_SUPPORT,NONE
56,4107798454,13,NONE,JUNGLE
57,4107653878,13,DUO_SUPPORT,NONE
58,4107480872,13,NONE,JUNGLE
59,4106976785,13,NONE,JUNGLE
60,4106762702,13,NONE,JUNGLE
61,4106695686,13,SOLO,MID
62,4106575690,13,NONE,JUNGLE
63,4106473438,13,NONE,JUNGLE
64,4106414345,13,DUO_SUPPORT,NONE
65,4105798911,13,NONE,JUNGLE
66,4105678081,13,DUO_SUPPORT,NONE
67,4105627000,13,DUO_SUPPORT,NONE
68,4105535751,13,SOLO,MID
69,4105344112,13,DUO_SUPPORT,NONE
70,4104917522,13,NONE,JUNGLE
71,4104863524,13,NONE,JUNGLE
72,4104705538,13,NONE,JUNGLE
73,4103108585,13,DUO_SUPPORT,TOP
74,4103132818,13,DUO_SUPPORT,MID
75,4102959424,13,NONE,JUNGLE
76,4102911788,13,NONE,JUNGLE
77,4102716444,13,NONE,JUNGLE
78,4101933807,13,NONE,JUNGLE
79,4101086784,13,NONE,JUNGLE
80,4101040233,13,DUO_SUPPORT,NONE
81,4100863435,13,NONE,JUNGLE
82,4100851447,13,NONE,JUNGLE
83,4100584067,13,NONE,JUNGLE
84,4100282464,13,NONE,JUNGLE
85,4100114146,13,NONE,JUNGLE
86,4099729697,13,NONE,JUNGLE
87,4099606125,13,NONE,JUNGLE
88,4099448327,13,NONE,JUNGLE
89,4099157288,13,DUO_SUPPORT,NONE
90,4099048091,13,NONE,JUNGLE
91,4098978017,13,NONE,JUNGLE
92,4098884287,13,NONE,JUNGLE
93,4098811776,13,NONE,JUNGLE
94,4097095717,13,NONE,JUNGLE
95,4097023980,13,NONE,JUNGLE
96,4096358100,13,NONE,JUNGLE
97,4096221249,13,SOLO,TOP
98,4096080028,13,NONE,JUNGLE
99,4095957769,13,NONE,JUNGLE
0,4084721537,13,DUO,NONE
1,4084643096,13,DUO_SUPPORT,NONE
2,4084007199,13,SOLO,TOP
3,4083873063,13,DUO_SUPPORT,NONE
4,4083870254,13,DUO_SUPPORT,NONE
5,4083098028,13,SOLO,TOP
6,4083082508,13,DUO_SUPPORT,NONE
7,4082978446,13,DUO_SUPPORT,NONE
8,4082783260,13,SOLO,TOP
9,4082572457,13,DUO_SUPPORT,BOTTOM
10,4082295725,13,DUO_SUPPORT,NONE
11,4082124873,13,SOLO,TOP
12,4082070466,13,SOLO,TOP
13,4082004085,13,DUO_CARRY,BOTTOM
14,4081976920,13,DUO,TOP
15,4081803235,13,SOLO,TOP
16,4080953587,13,DUO_SUPPORT,NONE
17,4080814063,13,DUO,NONE
18,4080476631,13,DUO,MID
19,4080088856,13,SOLO,TOP
20,4080026335,13,DUO,NONE
21,4079693963,13,SOLO,TOP
22,4079392146,13,SOLO,TOP
23,4079346445,13,DUO_SUPPORT,NONE
24,4079302716,13,DUO_SUPPORT,NONE
25,4079122441,13,SOLO,MID
26,4079003746,13,DUO,TOP
27,4078911657,13,DUO,MID
28,4078336792,13,SOLO,TOP
29,4078147439,13,DUO_SUPPORT,NONE
30,4078012895,13,SOLO,TOP
31,4077837701,13,SOLO,TOP
32,4077741439,13,SOLO,TOP
33,4077332106,13,SOLO,TOP
34,4077155308,13,SOLO,TOP
35,4076984319,13,SOLO,TOP
36,4076318007,13,SOLO,TOP
37,4076236656,13,NONE,JUNGLE
38,4076192282,13,SOLO,TOP
39,4076114582,13,SOLO,TOP
40,4075990690,13,DUO_SUPPORT,NONE
41,4075972691,13,DUO_SUPPORT,NONE
42,4075877096,13,DUO_SUPPORT,NONE
43,4075799845,13,DUO,MID
44,4075694244,13,DUO_CARRY,BOTTOM
45,4075298907,13,SOLO,TOP
46,4075293298,13,SOLO,TOP
47,4075179644,13,SOLO,TOP
48,4075157452,13,DUO_SUPPORT,NONE
49,4075162740,13,SOLO,BOTTOM
50,4075059321,13,DUO_SUPPORT,NONE
51,4075066876,13,DUO_SUPPORT,NONE
52,4075114374,13,DUO_SUPPORT,NONE
53,4075083080,13,SOLO,TOP
54,4073184375,13,DUO_SUPPORT,NONE
55,4071303317,13,SOLO,TOP
56,4070950840,13,SOLO,TOP
57,4070718092,13,DUO,MID
58,4070619138,13,SOLO,TOP
59,4070612021,13,SOLO,TOP
60,4069325565,13,SOLO,TOP
61,4068422049,13,SOLO,MID
62,4068341826,13,SOLO,TOP
63,4068276463,13,NONE,JUNGLE
64,4068018766,13,SOLO,TOP
65,4067604641,13,DUO_SUPPORT,NONE
66,4067486512,13,DUO_SUPPORT,NONE
67,4067368088,13,SOLO,TOP
68,4066581842,13,DUO_CARRY,BOTTOM
69,4066396194,13,DUO_SUPPORT,NONE
70,4066390879,13,SOLO,TOP
71,4066295027,13,DUO_SUPPORT,NONE
72,4066240710,13,SOLO,TOP
73,4064864133,13,SOLO,TOP
74,4063038172,13,SOLO,TOP
75,4062948128,13,DUO,TOP
76,4062566330,13,SOLO,TOP
77,4062226285,13,DUO,TOP
78,4061798519,13,DUO_SUPPORT,NONE
79,4061771146,13,SOLO,MID
80,4061447329,13,SOLO,TOP
81,4061356908,13,SOLO,TOP
82,4061249887,13,SOLO,TOP
83,4061301848,13,DUO_SUPPORT,NONE
84,4061154471,13,SOLO,TOP
85,4060957414,13,SOLO,TOP
86,4060539915,13,DUO_SUPPORT,NONE
87,4060534084,13,SOLO,TOP
88,4060436859,13,SOLO,TOP
89,4060385646,13,DUO_SUPPORT,NONE
90,4060188743,13,SOLO,TOP
91,4060082212,13,SOLO,TOP
92,4055986411,13,DUO_SUPPORT,NONE
93,4055439724,13,SOLO,TOP
94,4054878927,13,SOLO,TOP
95,4052306310,13,NONE,JUNGLE
96,4052281676,13,DUO,TOP
97,4052175254,13,SOLO,TOP
98,4051643819,13,DUO_SUPPORT,MID
99,4051445282,13,SOLO,TOP
0,4114695355,13,DUO_SUPPORT,BOTTOM
1,4114672031,13,DUO_SUPPORT,BOTTOM
2,4114533905,13,DUO_SUPPORT,BOTTOM
3,4113402493,13,DUO_SUPPORT,BOTTOM
4,4111829696,13,DUO_SUPPORT,NONE
5,4111772817,13,DUO,TOP
6,4111737103,13,DUO_SUPPORT,NONE
7,4110995062,13,DUO_SUPPORT,TOP
8,4110830135,13,DUO_SUPPORT,BOTTOM
9,4109940193,13,DUO,MID
10,4109856978,13,DUO_SUPPORT,NONE
11,4109793663,13,DUO_SUPPORT,MID
12,4109732719,13,SOLO,TOP
13,4109427298,13,DUO_SUPPORT,BOTTOM
14,4109310953,13,DUO_SUPPORT,BOTTOM
15,4109217002,13,DUO_SUPPORT,BOTTOM
16,4109180399,13,DUO_SUPPORT,NONE
17,4108980284,13,DUO_CARRY,BOTTOM
18,4108678493,13,DUO_SUPPORT,BOTTOM
19,4108589521,13,DUO_SUPPORT,BOTTOM
20,4108010185,13,DUO_SUPPORT,BOTTOM
21,4107897647,13,DUO_SUPPORT,BOTTOM
22,4107893556,13,DUO_SUPPORT,BOTTOM
23,4107887432,13,DUO_SUPPORT,NONE
24,4107821550,13,DUO_SUPPORT,BOTTOM
25,4107735320,13,DUO_SUPPORT,BOTTOM
26,4107571621,13,DUO_SUPPORT,NONE
27,4107511716,13,DUO_CARRY,BOTTOM
28,4107440447,13,DUO_CARRY,BOTTOM
29,4107279668,13,DUO_SUPPORT,BOTTOM
30,4103272148,13,DUO_SUPPORT,BOTTOM
31,4103208070,13,DUO_SUPPORT,BOTTOM
32,4103161059,13,DUO_SUPPORT,NONE
33,4103144139,13,DUO_SUPPORT,NONE
34,4103130777,13,DUO,NONE
35,4103025441,13,DUO_SUPPORT,BOTTOM
36,4102948934,13,SOLO,BOTTOM
37,4102041222,13,DUO_SUPPORT,NONE
38,4101426222,13,DUO_SUPPORT,NONE
39,4101210517,13,DUO_SUPPORT,BOTTOM
40,4101153208,13,DUO_SUPPORT,BOTTOM
41,4101059452,13,DUO_SUPPORT,NONE
42,4101041595,13,DUO,BOTTOM
43,4099095884,13,DUO_SUPPORT,BOTTOM
44,4098978559,13,DUO_SUPPORT,BOTTOM
45,4098939662,13,DUO_SUPPORT,BOTTOM
46,4096316088,13,SOLO,BOTTOM
47,4096146715,13,SOLO,BOTTOM
48,4096081565,13,DUO_SUPPORT,BOTTOM
49,4095962447,13,DUO_SUPPORT,BOTTOM
50,4094796721,13,DUO_SUPPORT,BOTTOM
51,4094517165,13,DUO_SUPPORT,BOTTOM
52,4093170233,13,DUO_SUPPORT,BOTTOM
53,4093030871,13,DUO_SUPPORT,BOTTOM
54,4092431369,13,SOLO,BOTTOM
55,4092140057,13,DUO_SUPPORT,NONE
56,4092053452,13,DUO_SUPPORT,BOTTOM
57,4092000681,13,DUO_SUPPORT,NONE
58,4091919609,13,DUO_SUPPORT,BOTTOM
59,4091862017,13,DUO_SUPPORT,BOTTOM
60,4091708849,13,DUO_SUPPORT,BOTTOM
61,4089745817,13,DUO_SUPPORT,BOTTOM
62,4089608079,13,DUO_SUPPORT,BOTTOM
63,4088131674,13,DUO_SUPPORT,BOTTOM
64,4087993682,13,DUO_SUPPORT,BOTTOM
65,4087487222,13,DUO_SUPPORT,BOTTOM
66,4087434585,13,DUO_SUPPORT,BOTTOM
67,4087409313,13,DUO_SUPPORT,BOTTOM
68,4087352895,13,DUO_SUPPORT,BOTTOM
69,4087326229,13,DUO_SUPPORT,BOTTOM
70,4085896136,13,DUO_SUPPORT,BOTTOM
71,4085305031,13,DUO_SUPPORT,BOTTOM
72,4085279649,13,DUO_SUPPORT,BOTTOM
73,4083759246,13,DUO_SUPPORT,BOTTOM
74,4083580051,13,DUO_SUPPORT,NONE
75,4083507403,13,DUO_SUPPORT,NONE
76,4083502207,13,SOLO,BOTTOM
77,4083475842,13,DUO_SUPPORT,NONE
78,4083422433,13,DUO_SUPPORT,BOTTOM
79,4083357156,13,DUO_SUPPORT,NONE
80,4081928557,13,DUO_SUPPORT,BOTTOM
81,4081791769,13,DUO_SUPPORT,BOTTOM
82,4081709265,13,DUO_SUPPORT,BOTTOM
83,4081731700,13,DUO_SUPPORT,BOTTOM
84,4081627467,13,DUO_SUPPORT,BOTTOM
85,4081641021,13,DUO_SUPPORT,BOTTOM
86,4081517542,13,DUO_SUPPORT,NONE
87,4081438526,13,DUO_SUPPORT,BOTTOM
88,4081053197,13,DUO_SUPPORT,NONE
89,4080914415,13,DUO_SUPPORT,BOTTOM
90,4080749742,13,DUO_SUPPORT,BOTTOM
91,4080760973,13,DUO_SUPPORT,BOTTOM
92,4080673608,13,DUO_SUPPORT,NONE
93,4080564990,13,DUO_SUPPORT,BOTTOM
94,4080526762,13,DUO_SUPPORT,BOTTOM
95,4080447902,13,DUO_SUPPORT,BOTTOM
96,4077963740,13,DUO_SUPPORT,BOTTOM
97,4077446822,13,DUO_SUPPORT,BOTTOM
98,4077200520,13,DUO_SUPPORT,BOTTOM
99,4077125827,13,SOLO,BOTTOM
0,4177750196,13,DUO_SUPPORT,BOTTOM
1,4177664548,13,DUO_SUPPORT,BOTTOM
2,4176958001,13,DUO_SUPPORT,NONE
3,4176953398,13,DUO_SUPPORT,BOTTOM
4,4174800832,13,DUO_CARRY,BOTTOM
5,4174727884,13,DUO_CARRY,BOTTOM
6,4174705801,13,DUO_CARRY,BOTTOM
7,4174711366,13,DUO_CARRY,BOTTOM
8,4174657731,13,DUO_SUPPORT,NONE
9,4174653214,13,DUO_CARRY,BOTTOM
10,4174517472,13,DUO_CARRY,BOTTOM
11,4174449704,13,DUO_CARRY,BOTTOM
12,4173584734,13,DUO_CARRY,BOTTOM
13,4173054689,13,DUO_SUPPORT,NONE
14,4172474185,13,DUO_CARRY,BOTTOM
15,4172462101,13,DUO_SUPPORT,NONE
16,4172213720,13,DUO_CARRY,BOTTOM
17,4171346139,13,DUO_CARRY,BOTTOM
18,4171196087,13,DUO,NONE
19,4170900747,13,DUO_CARRY,BOTTOM
20,4169671598,13,DUO_CARRY,BOTTOM
21,4169564209,13,DUO_CARRY,BOTTOM
22,4169477107,13,DUO,NONE
23,4169389487,13,DUO_CARRY,BOTTOM
24,4169338696,13,DUO_CARRY,BOTTOM
25,4169264384,13,DUO_CARRY,BOTTOM
26,4168480416,13,DUO_CARRY,BOTTOM
27,4168402547,13,DUO_CARRY,BOTTOM
28,4167733560,13,DUO_CARRY,BOTTOM
29,4167596507,13,DUO_CARRY,BOTTOM
30,4167384829,13,DUO_CARRY,BOTTOM
31,4167316581,13,DUO_CARRY,BOTTOM
32,4167207805,13,DUO,NONE
33,4167167129,13,DUO_CARRY,BOTTOM
34,4165637236,13,DUO_CARRY,BOTTOM
35,4165672023,13,DUO_CARRY,BOTTOM
36,4165595218,13,DUO_CARRY,BOTTOM
37,4165478103,13,DUO,MID
38,4165062934,13,DUO_CARRY,BOTTOM
39,4164807431,13,DUO_CARRY,BOTTOM
40,4164120747,13,DUO_CARRY,BOTTOM
41,4163618623,13,DUO_CARRY,BOTTOM
42,4163564163,13,DUO_SUPPORT,NONE
43,4161918194,13,DUO_CARRY,BOTTOM
44,4161545582,13,DUO_CARRY,BOTTOM
45,4161507450,13,DUO_CARRY,BOTTOM
46,4161494844,13,DUO_CARRY,BOTTOM
47,4161049712,13,DUO_CARRY,BOTTOM
48,4161092191,13,DUO,NONE
49,4160595024,13,DUO_SUPPORT,NONE
50,4160557684,13,DUO,NONE
51,4160476539,13,DUO,BOTTOM
52,4157528121,13,DUO_CARRY,BOTTOM
53,4157554528,13,DUO_SUPPORT,NONE
54,4157502474,13,DUO_CARRY,BOTTOM
55,4157193928,13,DUO_CARRY,BOTTOM
56,4156641160,13,DUO_CARRY,BOTTOM
57,4155233879,13,DUO_SUPPORT,MID
58,4155135456,13,DUO_CARRY,BOTTOM
59,4152538949,13,DUO_CARRY,BOTTOM
60,4150261481,13,DUO_CARRY,BOTTOM
61,4148604926,13,DUO_SUPPORT,NONE
62,4148469556,13,DUO_CARRY,BOTTOM
63,4147948835,13,DUO_CARRY,BOTTOM
64,4147874200,13,DUO,NONE
65,4146716855,13,DUO_CARRY,BOTTOM
66,4142942611,13,SOLO,BOTTOM
67,4142541299,13,SOLO,BOTTOM
68,4142507058,13,DUO_CARRY,BOTTOM
69,4142465510,13,DUO_CARRY,BOTTOM
70,4140194502,13,DUO_CARRY,BOTTOM
71,4140071884,13,DUO,TOP
72,4139945884,13,DUO_SUPPORT,NONE
73,4139828501,13,DUO_CARRY,BOTTOM
74,4139718751,13,DUO_CARRY,BOTTOM
75,4139606696,13,DUO_SUPPORT,NONE
76,4138722352,13,NONE,JUNGLE
77,4137492955,13,DUO_CARRY,BOTTOM
78,4137320191,13,DUO_CARRY,BOTTOM
79,4135588896,13,DUO_SUPPORT,NONE
80,4135582797,13,DUO,MID
81,4133739417,13,DUO_CARRY,BOTTOM
82,4133704072,13,DUO_CARRY,BOTTOM
83,4133720481,13,DUO_SUPPORT,NONE
84,4133625437,13,DUO_CARRY,BOTTOM
85,4133520975,13,DUO_CARRY,BOTTOM
86,4131484026,13,DUO_CARRY,BOTTOM
87,4131329598,13,DUO_CARRY,BOTTOM
88,4131266718,13,DUO_CARRY,BOTTOM
89,4131300286,13,DUO_SUPPORT,NONE
90,4131183383,13,DUO_CARRY,BOTTOM
91,4131145716,13,DUO_SUPPORT,NONE
92,4129438662,13,DUO_CARRY,BOTTOM
93,4129451824,13,DUO_CARRY,BOTTOM
94,4129346276,13,NONE,JUNGLE
95,4129340217,13,DUO_CARRY,BOTTOM
96,4127630098,13,DUO_CARRY,BOTTOM
97,4127561703,13,DUO_CARRY,BOTTOM
98,4127501435,13,DUO_CARRY,BOTTOM
99,4127269043,13,DUO_SUPPORT,NONE
